judul,judul_slug,author,penerbit,isbn,bahasa,jumlah_halaman,isBestSeller,original_rating,adjusted_rating,rating_count,review_count,kategori
UP, Super Vision, Super Action: 8 Jurus Rahasia Percepatan Hidup Sukses,conf-up-super-vision-super-action-8-jurus-rahasia-percepatan-hidup-sukses,Antoni Ludfi Arifin,Gramedia Pustaka Utama,9786020303642,Indonesia,132,0,3.0,3,1,,pengembangan_diri
Telor Ceplok: Kisah Inspiratif Salesman Hitaci,conf-telor-ceplok-kisah-inspiratif-salesman-hitaci,Obed Hitaci,Gramedia Pustaka Utama,9786020312064,Indonesia,138,0,3.6,4,5,,pengembangan_diri
The Best of Chinese Heroic Leaders ,conf-the-best-of-chinese-heroic-leaders,Leman,Gramedia Pustaka Utama,9789792248135,Indonesia,196,0,3.57,4,7,,pengembangan_diri
Indonesia Bangkit,conf-indonesia-bangkit,Adi W Gunawan;Adi W. Gunawan,Gramedia Pustaka Utama,9789792243338,Indonesia,248,0,4.36,4,11,2.0,pengembangan_diri
Quitters Can Win,conf-quitters-can-win,Adi W Gunawan;Adi W. Gunawan,Gramedia Pustaka Utama,9789792248685,Indonesia,190,0,4.33,4,12,,pengembangan_diri
Genius,conf-genius,Agung Webe,Gramedia Pustaka Utama,9789792258110,Indonesia,188,0,4.4,4,10,,pengembangan_diri
The Amazing Winner: Cara Menakjubkan Mencapai Kesuksesan Tanpa Batas,conf-the-amazing-winner-cara-menakjubkan-mencapai-kesuksesan-tanpa-batas,Erni Julia Kok,Gramedia Pustaka Utama,9786020302195,Indonesia,148,0,4.0,4,2,,pengembangan_diri
Rich Like Ciputra : Kalau Ciputra Bisa Kaya, Mengapa Kita Ti,rich-like-ciputra-kalau-ciputra-bisa-kaya-mengapa-kita-ti,Maskur Anhari,Psikologi Corner,9786232444317,Indonesia,224,1,3.0,3,1,,pengembangan_diri
Alpha Girls Playbook,The,alpha-girls-playbook-the,Henry Manampiring,Transmedia,9789797808518,Indonesia,182,0,4.14,4,93,16.0,pengembangan_diri
Move On Garis Keras,move-on-garis-keras,Furqonie Akbar Dkk,Ping!!!,9786023911073,Indonesia,180,0,4.31,4,13,5.0,pengembangan_diri
NLP The Art of Enjoying Life,nlp-the-art-of-enjoying-life,-;Teddy Prasetya Yuliawan,Serambi Ilmu Semesta,9789790244313,Indonesia,502,0,4.08,4,36,,pengembangan_diri
Kamu Tak Harus Sempurna,kamu-tak-harus-sempurna,Anastasia Satriyo M.Psi.; Psi,Yrama Widya,9786232052581,Indonesia,120,0,4.17,4,35,,
Persuatrick,persuatrick,Qodrisyah,Elex Media Komputindo,9786020281001,Indonesia,152,0,5.0,5,1,,pengembangan_diri
The Little Guide To Un-Procrastination,the-little-guide-to-un-procrastination,Leo Babauta,Bright Publisher,9786237778233,Indonesia,94,1,3.4,3,235,,pengembangan_diri
Self-Healing By Thought Force,self-healing-by-thought-force,William Atkinson,Bright Publisher,9786025868757,Indonesia,74,1,3.25,3,4,,pengembangan_diri
Kreatif Di Sosmed Ala Milenial,kreatif-di-sosmed-ala-milenial,Immawati Fitri Lestari,Solusi Mitra Media Cv/Nusantara  Cv,9786025992681,Indonesia,172,1,1.0,1,1,,pengembangan_diri
Coping With Depression: Jangan Mau Kalah dari Depresi!,coping-with-depression-jangan-mau-kalah-dari-depresi,J. Maurus,Bright Publisher,9786025868009,Indonesia,139,0,3.84,4,87,,
Ayo Jadi Penulis,conf-ayo-jadi-penulis,Nurhalifah Estivhannisa; Yose Rizal Triarto; Imam Mahmud; Dkk.;Nurhalifah Estivhannisa; Yose Rizal Triarto; Imam Mahmud; Dkk.,Rasi Terbit,9786021179178,Indonesia,154,0,5.0,5,1,,pengembangan_diri
Grow Old Gracefully,grow-old-gracefully,J. Maurus,Bright Publisher,9786025868016,Indonesia,144,0,3.88,4,8,,pengembangan_diri
Seni Berdamai Dengan Emosi: Ternyata Mengelola Emosi Itu Mud,seni-berdamai-dengan-emosi-ternyata-mengelola-emosi-itu-mud,Asti Musman,UNICORN PUBLISHING,9786237324164,Indonesia,177,1,4.0,4,1,,pengembangan_diri
Survive Menghadapi Quarter Life Crisis,survive-menghadapi-quarter-life-crisis,Efnie Indrianie,Brilliant,9786025861437,Indonesia,109,1,4.12,4,8,0.0,pengembangan_diri
18 Profesi Asyik Zaman Now,18-profesi-asyik-zaman-now,Keen Achroni,Trans Idea Publishing,9786025687303,Indonesia,170,1,3.0,3,1,,pengembangan_diri
Let's Get Married,conf-lets-get-married,Dewi Dewo;Nies Endang;Nies Endang,Kompas Penerbit Buku,9789797097141,Indonesia,270,0,3.78,4,63,,pengembangan_diri
Cinta (Tidak Harus) Mati,conf-cinta-tidak-harus-mati,Henry Manampiring,Kompas Penerbit Buku,9789797096762,Indonesia,266,0,3.47,3,234,49.0,pengembangan_diri
Fresh Graduate Boss,conf-fresh-graduate-boss,Margareta Astaman,Kompas Penerbit Buku,9789797096311,Indonesia,258,0,3.5,3,64,13.0,pengembangan_diri
Siapkah Kau Dikejar Jodoh?,siapkah-kau-dikejar-jodoh,Eeng Arkanza Firdaus,Laksana,9786024074081,Indonesia,188,0,4.0,4,1,,pengembangan_diri
Buku Antistres : Cara Tetap Santai Saat Semuanya Kacau,buku-antistres-cara-tetap-santai-saat-semuanya-kacau,Helaine Becker,Bhuana Ilmu Populer,9786230405747,Indonesia,100,1,3.54,4,24,,pengembangan_diri
Buku Antistres : Cara Tetap Bahagia Saat Hidup Penuh Masalah,buku-antistres-cara-tetap-bahagia-saat-hidup-penuh-masalah,Helaine Becker,Bhuana Ilmu Populer,9786230405730,Indonesia,100,1,4.21,4,38,,pengembangan_diri
Kapan Kamu Nikah?,kapan-kamu-nikah,Sophia Mega,Tiga Serangkai,9786026328403,Indonesia,196,0,4.14,4,14,,pengembangan_diri
Ketika Dunia Tak Berpihak Kepadamu : Dan Cerita-Cerita Tenta,ketika-dunia-tak-berpihak-kepadamu-dan-cerita-cerita-tenta,Nufi Wibisana,Psikologi Corner,9786232447684,Indonesia,200,1,4.25,4,4,,pengembangan_diri
Segera Resign & Mulai Bisnis!,conf-segera-resign-mulai-bisnis,Sri Masiang,Gramedia Widiasarana Indonesia,9786023754205,Indonesia,288,0,2.0,2,1,,pengembangan_diri
Life is Beautiful 2: 40 Kasus & Masalah Kehidupan,conf-life-is-beautiful-2-40-kasus-masalah-kehidupan,Arvan Pradiansyah,Elex Media Komputindo,9786020207520,Indonesia,228,0,3.88,4,8,1.0,pengembangan_diri
Ayo, Jual Diri! Sukses Profesi dengan Communication Skill,conf-ayo-jual-diri-sukses-profesi-dengan-communication-skill-single-edition,Donny De Keizer;Donny De Keizer,Elex Media Komputindo,9786020285368,Indonesia,160,0,4.0,4,2,,pengembangan_diri
Move On - Kisah-Kisah Tentang Bagaimana Orang Memilih dan Mengubah Jalan Hidup Melalui Life Coaching,conf-move-on-kisah-kisah-tentang-bagaimana-orang-memilih-dan-mengubah-jalan-hidup-melalui-life-coaching,Ely Susanti,Gramedia Pustaka Utama,9786020317823,Indonesia,128,0,2.25,2,4,,pengembangan_diri
Sejumlah Epigram,conf-sejumlah-epigram,Gunawan Mohamad,Gramedia Pustaka Utama,9789792272857,Indonesia,204,0,3.62,4,116,19.0,pengembangan_diri
Unstoppable Hopes,unstoppable-hopes,Gloria Morgen,Bhuana Ilmu Populer,9786023943494,Indonesia,160,0,4.29,4,7,,pengembangan_diri
Leonardo Da Vinci: Inspirasi untuk Hidup Lebih Bermakna,conf-leonardo-da-vinci-inspirasi-untuk-hidup-lebih-bermakna,Sahrul Mauludi,Elex Media Komputindo,9786020297507,Indonesia,172,1,3.83,4,6,,pengembangan_diri
BSD Growing is Fun,growing-is-fun-1,Yeni Ernani,Elex Media Komputindo,9786020421445,Indonesia,116,0,3.4,3,5,,pengembangan_diri
Kuasai Dirimu: Panduan Membangun Mind-Set & Mental Sukses,kuasai-dirimu-panduan-membangun-mind-set-mental-sukses,Ahmad Dzikran,Gemilang,9786027150386,Indonesia,219,1,3.8,4,30,,pengembangan_diri
Move On! : Sesungguhnya, Segala Sedih Akan Berganti Bahagia,move-on-sesungguhnya-segala-sedih-akan-berganti-bahagia,Mawila Pertiwi,Cemerlang Publishing,9786237333371,Indonesia,144,1,4.0,4,2,,pengembangan_diri
What`s The Matter With People Pleaser,whats-the-matter-with-people-pleaser,Unda Anggita,BUKU BIJAK,9786235436029,Indonesia,104,0,4.0,4,3,,pengembangan_diri
Tawa Dan Inspirasi Bisnis Abun Sanda,conf-tawa-inspirasi-bisnis-abun-sanda,Abun Sanda,Penerbit Buku Kompas,9789797097318,Indonesia,334,0,3.0,3,1,,bisnis_ekonomi
This is Not Just Alvin,conf-this-is-not-just-alvin,Alvin Adam,Mizan,9786027870253,Indonesia,248,0,4.0,4,6,,pengembangan_diri
Loading Jodoh! : Panduan Menjadi Jomblo Bermartabat Sampai Jomblo,loading-jodoh-panduan-menjadi-jomblo-bermartabat-sampai-j,Tristanti T.W,C-KLIK MEDIA,9786237333258,Indonesia,158,0,4.2,4,5,,pengembangan_diri
Bahagia Itu (Tidak) Sederhana,bahagia-itu-tidak-sederhana,Saviola Abimanyu,Laksana,9786024071868,Indonesia,200,0,2.0,2,3,,pengembangan_diri
Catatan Hati Pejuang Kanker,conf-catatan-hati-pejuang-kanker,Priska Siagian,Gramedia Pustaka Utama,9786020328751,Indonesia,190,0,3.57,4,7,,pengembangan_diri
You Look Great,conf-you-look-great,Jimmy Boaz Oentoro,Gramedia Pustaka Utama,9786020320212,Indonesia,146,0,4.5,4,2,,pengembangan_diri
Rahasia Magnet Sukses,conf-rahasia-magnet-sukses,Dedy Susanto,Gramedia Pustaka Utama,9786020322094,Indonesia,118,0,4.55,5,11,,pengembangan_diri
Bertambah Bijak Setiap Hari: Tuhan Sudah Pindah Alamat?,conf-bertambah-bijak-setiap-hari-tuhan-sudah-pindah-alamat,Budi S. Tanuwibowo,Gramedia Pustaka Utama,9789792274622,Indonesia,254,0,3.2,3,10,,pengembangan_diri
INI GUE BANGET,conf-ini-gue-banget,Brili Agung Zaky Pradika,Elex Media Komputindo,9786020298344,Indonesia,192,0,3.67,4,9,,pengembangan_diri
Udah, Gak Usah Pusing! Panduan Bebas Masalah untuk Remaja Muslimah,conf-udah-gak-usah-pusing-panduan-bebas-masalah-untuk-remaja-muslimah,Gita Mutia,Gramedia Pustaka Utama,9786020335858,Indonesia,164,0,1.0,1,1,,pengembangan_diri
Smart Millennials,conf-smart-millennials,Kmplus Consulting;Kmplus Consulting,Gramedia Pustaka Utama,9786020336312,Indonesia,180,0,3.78,4,23,,pengembangan_diri
Segera Resign & Alih Profesi,conf-segera-resign-alih-profesi,Sri Masiang,Gramedia Widiasarana Indonesia,9786023757015,Indonesia,336,0,4.0,4,1,,pengembangan_diri
Pelangi yang Dirindukan,conf-pelangi-yang-dirindukan-single-edition,Riska Wati Harfin,Elex Media Komputindo,9786020285771,Indonesia,192,0,4.5,4,2,,pengembangan_diri
Meretas Badai Lebih Sehat Jika Menulis,conf-meretas-badai-lebih-sehat-jika-menulis,Ratna Dewi Pudiastuti,Elex Media Komputindo,9786020271644,Indonesia,180,0,3.0,3,1,,pengembangan_diri
Biarkan Langit Membuka Hatiku,conf-biarkan-langit-membuka-hatiku,Toni Tio,Elex Media Komputindo,9786020287652,Indonesia,208,0,3.5,3,2,,pengembangan_diri
Amazing You,conf-amazing-you,Basrin Harsono,Elex Media Komputindo,9786020286365,Indonesia,180,0,4.0,4,4,,pengembangan_diri
Status Update for the Best Student,conf-status-update-for-the-best-student,Agung Baskoro;Agung Baskoro,Gramedia Pustaka Utama,9789792284904,Indonesia,206,0,3.0,3,1,,pengembangan_diri
Fantastic Fatin: Ini Baru Permulaan!,conf-fantastic-fatin-ini-baru-permulaan,Sundari Mardjuki,Gramedia Pustaka Utama,9786020300368,Indonesia,164,0,3.2,3,5,1.0,pengembangan_diri
Bukan Cuma Buku Yang Bisa Dibaca, Bahasa Tubuh Juga!,bukan-cuma-buku-yang-bisa-dibaca-bahasa-tubuh-juga,Asti Musman,UNICORN PUBLISHING,9786232442580,Indonesia,264,1,4.0,4,1,,pengembangan_diri
Urusan Laut Jangan di Bawa ke Darat,urusan-laut-jangan-di-bawa-ke-darat,Emha Ainun Nadjib,Narasi,9786025792120,Indonesia,144,0,3.93,4,30,,pengembangan_diri
Buku Caci Maki,buku-caci-maki,Lotta Sonninen,Gramedia Pustaka Utama,9786020628851,Indonesia,112,0,3.74,4,65,,pengembangan_diri
Minimalisme: Seni Untuk Menyederhanakan Hidup,minimalisme-seni-untuk-menyederhanakan-hidup,Diptra,Trans Idea Publishing,9786020808789,Indonesia,172,0,4.27,4,26,,inspirasi
Bersikap Tegas Dalam Segala Situasi,bersikap-tegas-dalam-segala-situasi,Sue Hadfield,Bhuana Ilmu Populer,9786232161825,Indonesia,308,0,3.89,4,325,,pengembangan_diri
Seni Memahami Pria,seni-memahami-pria,Claudia Sabrina,Bright Publisher,9786237778004,Indonesia,180,1,3.62,4,97,,pengembangan_diri
Stop Mempersulit Diri,stop-mempersulit-diri,Diyan Yulianto,C-Klik Media,9786237333593,Indonesia,160,1,3.33,3,6,,pengembangan_diri
Seni Memahami Wanita,seni-memahami-wanita,Claudia Sabrina,BRIGHT PUBLISHER,9786237778011,Indonesia,160,1,4.07,4,91,,pengembangan_diri
Makrifat Cinta,makrifat-cinta,Candra Malik,Penerbit Buku Kompas,9786024122492,Indonesia,224,1,4.15,4,163,,pengembangan_diri
Seni Berdamai Dengan Diri Sendiri,seni-berdamai-dengan-diri-sendiri,Claudia Sabrina,Bright Publisher,9786237778455,Indonesia,140,1,3.75,4,16,,pengembangan_diri
The Art Of Logical Thinking,the-art-of-logical-thinking,William Atkinson,Bright Publisher,9786237778202,Indonesia,152,1,3.47,3,66,,pengembangan_diri
Seni Membaca Bahasa Tubuh,seni-membaca-bahasa-tubuh,Claudia Sabrina,Bright Publisher,9786237778110,Indonesia,130,1,3.57,4,14,,pengembangan_diri
How To Read Human Nature,how-to-read-human-nature,William Atkinson,Bright Publisher,9786025868771,Indonesia,160,1,3.55,4,40,,pengembangan_diri
Asyiknya Jadi Orang Gajian: Nggak Kerja Nggak Hore,asyiknya-jadi-orang-gajian-nggak-kerja-nggak-hore,Dion Yulianto,C Klik Media,9786237333081,Indonesia,124,1,3.2,3,5,,motivasi
The Secret Of Ikigai,the-secret-of-ikigai,Irukawa Elisa,Araska Publisher,9786237145240,Indonesia,224,1,3.95,4,19,,pengembangan_diri
The Positive Approach,the-positive-approach,Peter Shepherd,Bright Publisher,9786025868061,Indonesia,195,1,3.8,4,5,,pengembangan_diri
Cara Cepat Melatih Kebiasaan Positif Sehari-Hari,cara-cepat-melatih-kebiasaan-positif-sehari-hari,Marc Reklau,Gemilang,9786026117328,Indonesia,272,1,4.07,4,2466,,pengembangan_diri
The Simple Guide To A Minimalist Life,the-simple-guide-to-a-minimalist-life,Leo Babauta,BRIGHT PUBLISHER,9786025868542,Indonesia,0,0,3.5,3,1333,,pengembangan_diri
Kiss That Frog!,kiss-that-frog,Brian Tracy;Brian Tracyy,Gemilang,9786021985427,Indonesia,190,0,3.83,4,1359,,pengembangan_diri
Dare! Berani Berubah Karena Hidup Terus Berubah,dare-berani-berubah-karena-hidup-terus-berubah,Wendy Grant,Bright Publisher,9786025868030,Indonesia,212,0,3.75,4,4,,pengembangan_diri
Psychology Of Winning,psychology-of-winning,Dennis Waitley,Bright Publisher,9786025868085,Indonesia,182,0,4.21,4,1639,,pengembangan_diri
Zen Habits : Meraih Kesederhanaan, Kebahagiaan, Dan Produktivitas Dalam Hidup,zen-habits-meraih-kesederhanaan-kebahagiaan-dan-produkti,Leo Babauta,Bright Publisher,9786025868535,Indonesia,160,0,3.6,4,1077,,pengembangan_diri
How To Be Rich, Loved, And Happy,how-to-be-rich-loved-and-happy,Sean Rasmussen;David Hooper,Bright Publisher,9786025868047,Indonesia,202,0,4.0,4,2,,pengembangan_diri
7 Tokoh Dunia Yang Pernah Kami Temui & Rahasia-Rahasia Mereka,conf-7-tokoh-dunia-yang-pernah-kami-temui-rahasia-rahasia-mereka,Ippho Santosa;Ippho Santosa;Shamsi Ali;Shamsi Ali,Elex Media Komputindo,9786020293370,Indonesia,96,0,3.75,4,4,,pengembangan_diri
The Salmon Who Dares To Leap Higher,the-salmon-who-dares-to-leap-higher-cara-sukses-menghadapi,Ahn Do Hyun;Ahn Do Hyun,Bhuana Ilmu Populer,9786230403422,Indonesia,148,1,3.69,4,988,,pengembangan_diri
Semakin Cepat Gagal, Semakin Baik,semakin-cepat-gagal-semakin-baik,Arisatya Yogaswara,Checklist,9786237661719,Indonesia,184,0,4.0,4,1,,pengembangan_diri
Secret Of Habit,The,secret-of-habit-the,Akbar Kaelola,Psikopedia,9786022882961,Indonesia,192,0,5.0,5,3,,pengembangan_diri
Elon Musk Si Pria Jenius Abad 21,elon-musk-si-pria-jenius-abad-21,Era Salia,Penerbit Genesis,9786026475732,Indonesia,170,0,5.0,5,1,,pengembangan_diri
Seni Menjadi Pribadi Yang Diterima & Disukai Di Mana Pun Da,seni-menjadi-pribadi-yang-diterima-disukai-di-mana-pun-da,Restia Ningrum,Anak Hebat Indonesia  Pt,9786237324126,Indonesia,260,1,3.0,3,1,,pengembangan_diri
Rich Like Bill Gates: Kalau Bill Gates Bisa Kaya, Mengapa Ki,rich-like-bill-gates-kalau-bill-gates-bisa-kaya-mengapa-ki,Hasna Wijayati,PSIKOLOGI CORNER,9786232444232,Indonesia,328,1,3.0,3,1,,pengembangan_diri
Experience Book: Love Series,experience-book-love-series,Bunga Mega,Elex Media Komputindo,9786020281209,Indonesia,128,0,2.0,2,1,,pengembangan_diri
Experience Book: Fashion Series,experience-book-fashion-series,Ridha Mustika Sari,Elex Media Komputindo,9786020282954,Indonesia,128,0,3.0,3,2,,pengembangan_diri
Experience Book: Career Series,experience-book-career-series,Bunga Mega,Elex Media Komputindo,9786020281193,Indonesia,128,0,3.0,3,2,,pengembangan_diri
Memorizing Like An Elephant,memorizing-like-an-elephant,Yudi Lesmana,Kepustakaan Populer Gramedia,9789799107503,Indonesia,0,0,3.67,4,102,,pengembangan_diri
Managing People: Kiat Praktis Mengelola Manusia bagi Supervisor dan Manajer,conf-managing-people-kiat-praktis-mengelola-manusia-bagi-supervisor-dan-manajer,A.M. Lilik Agung;A.M. Lilik Agung,Elex Media Komputindo,9786020248820,Indonesia,214,0,4.0,4,1,,pengembangan_diri
Storycake for Your Life: Keajaiban Rezeki,conf-storycake-for-your-life-keajaiban-rezeki,Nunu El Fasa; Dkk;Nunu El Fasa; Dkk,Gramedia Pustaka Utama,9789792299557,Indonesia,254,0,3.67,4,6,,pengembangan_diri
Muda(h) Hidup Mulia,muda-h-hidup-mulia,Izzatullah Abduh,Gramedia Pustaka Utama,9786020324166,Indonesia,184,0,3.0,3,1,,pengembangan_diri
Si Cacing dan Cerita Kesayangannya,si-cacing-dan-cerita-kesayangan-nya,Ajahn Brahm,Awareness Publication,9786028194952,Indonesia,235,1,4.67,5,6,1.0,pengembangan_diri
Kakeibo: Seni Cerdas Finansial Ala Jepang,kakeibo-seni-cerdas-finansial-ala-jepang,Ae Zen,Caesar Media Pustaka,9786025964237,Indonesia,192,1,3.67,4,33,,pengembangan_diri
Jangan Pernah Menyerah!,jangan-pernah-menyerah-cover-baru,Suk Lee Dan Bob Song,Gramedia Pustaka Utama,9786020371986,Indonesia,168,1,3.52,4,21,,pengembangan_diri
Berdamai Dengan Hidup Pas-Pasan: Seni Hidup Sederhana Namun,berdamai-dengan-hidup-pas-pasan-seni-hidup-sederhana-namun,Rofi Ali Majid,PSIKOLOGI CORNER,9786232440364,Indonesia,216,1,3.0,3,4,,pengembangan_diri
Notulen Cakeppp 2,notulen-cakeppp-2,Maman Suherman,Kepustakaan Populer Gramedia,9789799108784,Indonesia,126,0,3.41,3,17,0.0,pengembangan_diri
Leave Your Boring Box,leave-your-boring-box,Emirfan -,BUKU BIJAK,9786235436050,Indonesia,138,0,3.0,3,3,,pengembangan_diri
BSD Hidup Yang Lebih Berarti,bsd-hidup-yang-lebih-berarti,20 Blogger Kompasiana,Elex Media Komputindo,9786020279787,Indonesia,200,0,5.0,5,1,,pengembangan_diri
Kenapa Kita Tidak Berdansa ?,kenapa-kita-tidak-berdansa,Dea Anugrah;Salsabiela,Shira Media,9786027760462,Indonesia,130,0,4.21,4,104,29.0,pengembangan_diri
Great Influencer,great-influencer,Cahyo Satria Wijaya,Bright Publisher,9786025868412,Indonesia,156,0,3.0,3,4,,pengembangan_diri
The First 5 Years,conf-the-first-5-years,Dewi Dewo;Nies Endang;Nies Endang,Kompas Penerbit Buku,9789797098445,Indonesia,314,0,3.75,4,4,,pengembangan_diri
This is America, Beibeh!,conf-this-is-america-beibeh,Dian Nugraheni,Kompas Penerbit Buku,9789797097295,Indonesia,330,0,3.73,4,37,,pengembangan_diri
Cinta Miund,conf-cinta-miund,Asmara Letizia Wreksono,Kompas Penerbit Buku,9789797096649,Indonesia,314,0,3.44,3,45,11.0,pengembangan_diri
Rusak Saja Buku Ini,rusak-saja-buku-ini,Sony Adams,PSIKOLOGI CORNER,9786237210658,Indonesia,124,0,3.97,4,29,,
The Art Of Negotiation: Kiat Efektif Menjadi Negosiator Andal,the-art-of-negotiation-kiat-efektif-menjadi-negosiator-and,Cahyo Satria Wijaya,Bright Publisher,9786025868498,Indonesia,140,0,2.0,2,1,,pengembangan_diri
How Not to Give A Boring Speech,how-not-to-give-a-boring-speech,Erwin Parengkuan,Gramedia Pustaka Utama,9786020385518,Indonesia,104,0,3.75,4,12,,pengembangan_diri
Are You The One?,are-you-the-one,Bening Pertiwi,Laksana,9786024076764,Indonesia,176,0,4.0,4,2,,pengembangan_diri
Sukses Dan Kaya Raya Miliarder Dunia,sukses-dan-kaya-raya-miliarder-dunia,Frendy Susilo,Laksana,9786024074906,Indonesia,216,0,4.0,4,1,,pengembangan_diri
What Happen at the Office: Ngantor Segan Nganggur Tak Mau,what-happen-at-the-office-ngantor-segan-nganggur-tak-mau,Rena W,Elex Media Komputindo,9786020422459,Indonesia,160,1,3.47,3,59,,pengembangan_diri
15 Tips Jitu Mencapai Financial Freedom (Cara Cepat Melindungi Aset yang Anda Miliki dan Membangun Kekayaan Substansial),conf-15-tips-jitu-mencapai-financial-freedom-cara-cepat-melindungi-aset-yang-anda-miliki-dan-membangun-kekayaan-substansial-single-edition,Edwin Santoso; S.E.; Cfp;Edwin Santoso; S.E.; Cfp,Gramedia Widiasarana Indonesia,9786023753826,Indonesia,144,0,3.17,3,12,,pengembangan_diri
Untuk Kamu Yang Mau Menyerah,untuk-kamu-yang-mau-menyerah,Haidar Musyafa,Syalmahat Publishing,9786239299576,Indonesia,196,1,3.0,3,1,,pengembangan_diri
Berubah atau Punah,conf-berubah-atau-punah,Fx Afat Adinata;Kevin Wu;Kevin Wu;Fx Afat Adinata,Gramedia Pustaka Utama,9786020311999,Indonesia,164,0,2.67,3,9,,pengembangan_diri
Mapan,mapan,Nofie Iman Vidya Kemal;Nofie Iman,Elex Media Komputindo,9786020413204,Indonesia,216,0,4.71,5,7,,pengembangan_diri
99 Pemuas Intelektual dan Keimanan Remaja,conf-99-pemuas-intelektual-dan-keimanan-remaja,Wulan Mulya Pratiwi;S.Sit Dan Erma Desy; S.Sit;Wulan Mulya Pratiwi;S.Sit Dan Erma Desy; S.Sit,Elex Media Komputindo,9786020295176,Indonesia,232,0,5.0,5,1,,pengembangan_diri
Provogasme,conf-provogasme,Teguh Hambudi,Elex Media Komputindo,9786020263526,Indonesia,252,0,4.0,4,2,,pengembangan_diri
Problem Solver Nikmati Hidup Anda,conf-problem-solver-nikmati-hidup-anda,Jemmy Setiawan;Abu Aly,Elex Media Komputindo,9786020292595,Indonesia,232,0,4.0,4,3,,pengembangan_diri
Kembali Kodrati,conf-kembali-kodrati,Stephanus Agung Sujatmoko Dan Dr Dr Muchlis Achsan Udji Sofro Sppd Kpti-Finasim;Stephanus Agung Sujatmoko Dan Dr Dr Muchlis Achsan Udji Sofro Sppd Kpti-Finasim,Elex Media Komputindo,9786020291321,Indonesia,212,0,3.0,3,1,,pengembangan_diri
Beauty Inside,conf-beauty-inside,Rieke Indriyanti,Elex Media Komputindo,9786020280165,Indonesia,228,0,4.0,4,2,,pengembangan_diri
Apa yang Dilakukan Einstein Saat Galau,conf-apa-yang-dilakukan-einstein-saat-galau,Bayu Prasetyo;Jubilee Enterprise,Elex Media Komputindo,9786020288444,Indonesia,224,0,3.33,3,6,,pengembangan_diri
Setiap Orang Sales Harus Punya Mindset dan Attitude Juara Ini!,conf-setiap-orang-sales-harus-punya-mindset-dan-attitude-juara-ini,James Gwee,Gramedia Pustaka Utama,9789792285451,Indonesia,146,0,4.0,4,1,,pengembangan_diri
