judul,judul_slug,author,penerbit,isbn,bahasa,jumlah_halaman,isBestSeller,original_rating,adjusted_rating,rating_count,review_count,kategori
HQ Blush: Beauty & Her Billionaire Boss,conf-hq-blush-beauty-her-billionaire-boss,Barbara Wallace,Elex Media Komputindo,9786020295343,Indonesia,248,0,3.5,3,70,,novel
CR: First Time for Everything,cr-first-time-for-everything,Aimee Carson,Elex Media Komputindo,9786020459295,Indonesia,264,0,3.56,4,380,,novel
City Lite: Take Me for Granted,city-lite-take-me-for-granted,Nureesh Vhalega,Elex Media Komputindo,9786020457895,Indonesia,216,0,3.52,4,104,,novel
Too Much of A Good Thing?,too-much-of-a-good-thing,Joss Wood,Elex Media Komputindo,9786020457932,Indonesia,288,0,3.83,4,144,,novel
Januari,januari,Alicia Angelina,Gramedia Widiasarana Indonesia,9786020501574,Indonesia,200,0,3.15,3,20,,novel
Unexpected Relationship,unexpected-relationshop,Febriani Ad.,Gramedia Widiasarana Indonesia,9786020500256,Indonesia,260,0,3.25,3,16,,novel
Noda Tak Kasatmata,noda-tak-kasatmata,Agnes Jessica,Gramedia Pustaka Utama,9786020381343,Indonesia,192,0,3.46,3,254,,novel
Eleven eleven,eleven-eleven,Adeliany Azfar,Gramedia Widiasarana Indonesia,9786020502137,Indonesia,264,0,3.06,3,17,,novel
Seven Minutes In Heaven,seven-minutes-in-heaven,Yuanita Wong,Bhuana Ilmu Populer,9786024555238,Indonesia,232,0,3.91,4,35,,novel
Young Adult: Match Point,young-adult-match-point,Saufina,Gramedia Pustaka Utama,9786020387123,Indonesia,240,0,3.48,3,69,,novel
Accidental Fiancee,accidental-fiancee,Mary Moore,Elex Media Komputindo,9786020454689,Indonesia,320,0,4.17,4,311,,novel
CITYLITE: Midnight Prince,citylite-midnight-prince,Titi Sanaria,Elex Media Komputindo,9786020457833,Indonesia,276,0,3.78,4,454,111.0,novel
Mine,mine-2,Gia @Gialogica;Gia,Gramedia Widiasarana Indonesia,9786020500270,Indonesia,300,0,4.0,4,29,,novel
CITYLITE: Too Good for You,citylite-too-good-for-you,Adeliany Azfar,Elex Media Komputindo,9786020460796,Indonesia,336,0,3.35,3,92,,novel
Crazy Stupid Revenge,crazy-stupid-revenge,Sophia Hanna,Bhuana Ilmu Populer,9786024555849,Indonesia,320,0,3.59,4,46,,novel
Peka,peka,Ida Ayu Saraswati,Gramedia Widiasarana Indonesia,9786024526511,Indonesia,330,0,3.71,4,38,,novel
City Lite: Alfa & Omega,city-lite-alfa-omega,Oda Sekar Ayu,Elex Media Komputindo,9786020451213,Indonesia,320,0,3.62,4,207,48.0,novel
Komik: Jingga dan Senja,komik-jingga-dan-senja,Esti Kinasih,Gramedia Pustaka Utama,9786020618425,Indonesia,184,0,3.26,3,140,42.0,novel
Malik & Elsa 2,malik-elsa-2,Boy Candra,MEDIAKITA,9789797945909,Indonesia,192,0,4.13,4,39,,novel
Amore: Back Into You,amore-back-into-you,Teresa Bertha,Gramedia Pustaka Utama,9786020379340,Indonesia,272,0,3.14,3,28,9.0,novel
Amore: Wonderwall,amore-wonderwall,Ida Ernawati,Gramedia Pustaka Utama,9786020382920,Indonesia,280,0,3.75,4,16,,novel
TeenLit: Things About Him,teenlit-things-about-him,Nara Lahmusi,Gramedia Pustaka Utama,9786020387468,Indonesia,248,0,3.41,3,131,,novel
Gemblongers Series : Diajeng - Camilan, Gembolan, dan Cinta yang Belingsatan,gemblongers-series-diajeng-camilan-gembolan-dan-cinta-yang-belingsatan,Netty Virgiantini,Gramedia Pustaka Utama,9786020380810,Indonesia,264,0,3.56,4,43,15.0,novel
Gemblongers Series : Mara - Ditaktor, Eksim, dan Cinta yang NayalNayal,gemblongers-mara-ditaktor-eksim-dan-cinta-yang-nayalnayal,Wiwien Wintarto,Gramedia Pustaka Utama,9786020380773,Indonesia,280,0,3.62,4,37,11.0,novel
Gemblongers Series : Alin - Montir, Berondong, dan Teori Kualat,gemblongers-series-alin-montir-berondong-dan-teori-kualat,Sophie Maya,Gramedia Pustaka Utama,9786020383378,Indonesia,280,0,3.91,4,34,11.0,novel
HR: Tempting The Marquess,hr-tempting-the-marquess,Sara Lindsey,Elex Media Komputindo,9786020458410,Indonesia,440,0,3.75,4,373,,novel
HR: Touch of a Rogue,hr-touch-of-a-rogue,Mia Marlowe,Elex Media Komputindo,9786020461182,Indonesia,432,0,3.56,4,281,,novel
HR: The Perfect Kiss,hr-the-perfect-kiss,Anne Gracie,Elex Media Komputindo,9786020461199,Indonesia,456,0,3.8,4,3190,,novel
Love In Chaos,love-in-chaos,Yenny Marissa,Elex Media Komputindo,9786020451060,Indonesia,416,0,3.6,4,82,,novel
Un Treno per Non So - Kereta Tanpa Tujuan,un-treno-per-non-so-kereta-tanpa-tujuan-1,Ifa Inziati,Gramedia Pustaka Utama,9786020380834,Indonesia,312,0,3.51,4,43,,novel
MetroPop: False Beat,metropop-false-beat,Vie Asano,Gramedia Pustaka Utama,9786020382265,Indonesia,296,0,3.7,4,233,87.0,novel
Historical Romance: Terjerat Cinta Sang Pemberontak (Suffragette Scandal),conf-historical-romance-terjerat-cinta-sang-pemberontak-suffragette-scandal,Courtney Milan,Gramedia Pustaka Utama,9786020336114,Indonesia,448,0,4.06,4,8376,,novel
HR: The Naked Earl (Collector`s Edition),hr-the-naked-earl-collectors-edition,Sally Mackenzie,Elex Media Komputindo,9786020457437,Indonesia,440,0,3.63,4,1910,,novel
Amore: Before 30,amore-before-30,Ruth Nina,Gramedia Pustaka Utama,9786020383965,Indonesia,312,0,3.71,4,51,,novel
My Own Private Mr. Cool,my-own-private-mr-cool,Indah Hanaco,Gramedia Pustaka Utama,9786020395227,Indonesia,264,0,3.72,4,32,10.0,novel
Pernikahan Yang Tak Sempurna,pernikahan-yang-tak-sempurna-1,Rika Subana,PENERBIT KATADEPAN,9786025713736,Indonesia,302,0,3.8,4,10,,novel
HR: Rule`s Bride,hr-rules-bride,Kat Martin,Elex Media Komputindo,9786020456133,Indonesia,472,0,3.86,4,1580,,novel
HR: Much Ado About Rogues,hr-much-ado-about-rogues,Kasey Michaels,Elex Media Komputindo,9786020476636,Indonesia,488,0,3.77,4,605,,novel
Historical Romance: Guilty Pleasure (Cinta Terpendam),historical-romance-cinta-terpendam-guilty-pleasure,Laura Lee Guhrke,Gramedia Pustaka Utama,9786020381435,Indonesia,460,0,3.9,4,8994,,novel
LiT: Catatan Tentang Hujan,lit-catatan-tentang-hujan,Anindya Frista,Elex Media Komputindo,9786020456874,Indonesia,432,0,4.09,4,149,,novel
You Matter,you-matter,Puri Viera,Gagas Media,9789797809683,Indonesia,184,0,3.4,3,5,,novel
Young Adult: Mayday, Mayday,young-adult-mayday-mayday,Laili Muttamimah,Gramedia Pustaka Utama,9786020383309,Indonesia,344,0,3.53,4,105,,novel
Harlequin: Haven Point#2 - Redemption Bay (Kembali ke Redemption Bay),harlequin-haven-point2-redemption-bay-kembali-ke-redemption-bay,Rae Anne Thayne,Gramedia Pustaka Utama,9786020381985,Indonesia,424,0,4.03,4,3363,,novel
Life & Other Near Death Experiences (Hidup dan Pengalaman Hampir Mati Lainnya),life-other-near-death-experiences-hidup-dan-pengalaman-hampir-mati-lainnya,Camille Pagan,Gramedia Pustaka Utama,9786020384047,Indonesia,320,0,3.88,4,35550,,
Sorge,sorge,Olive Hateem,Gradien Mediatama,9786022081982,Indonesia,210,0,3.76,4,34,14.0,novel
Harlequin Spesial: Haven Point#7: Sugar Pine Trail (Romansa di Bawah Mistletoe),harlequin-spesial-haven-point7-sugar-pine-trail-romansa-di-bawah-mistletoe,Rae Anne Thayne,Gramedia Pustaka Utama,9786020384443,Indonesia,416,0,4.2,4,3609,,novel
Harlequin - Haven Point#5: Snowfall on Haven Point (Salju di Haven Point),harlequin-haven-point5-snowfall-on-haven-point-salju-di-haven-point,Rae Anne Thayne,Gramedia Pustaka Utama,9786020382692,Indonesia,440,0,4.13,4,3485,,novel
Young Adult: Genuine Fraud (Yang Palsu),young-adult-genuine-fraud-yang-palsu,E. Lockhart,Gramedia Pustaka Utama,9786020387185,Indonesia,320,0,3.26,3,39664,,novel
Young Adult: Long Way Down (Jalan Masih Panjang),young-adult-long-way-down-jalan-masih-panjang,Jason Reynolds,Gramedia Pustaka Utama,9786020385297,Indonesia,320,0,4.27,4,97981,,novel
My Heart and Other Black Holes (Hati yang Hampa),my-heart-and-other-black-holes-hati-yang-hampa,Jasmine Warga,Gramedia Pustaka Utama,9786020371863,Indonesia,328,0,3.97,4,53951,6640.0,novel
Bukan Cinderella,bukan-cinderella-1,Dheti Azmi,Gramedia Widiasarana Indonesia,9786020502571,Indonesia,450,1,3.64,4,85,,novel
Rembulan Tenggelam Di Wajahmu,rembulan-tenggelam-di-wajahmu-1,Tere Liye,PENERBIT SABAK GRIP,9786239607449,Indonesia,436,0,4.32,4,10349,,novel
ChickLit: Katwalk,chicklit-katwalk,Maria Murnane,Gramedia Pustaka Utama,9786020378275,Indonesia,376,0,3.85,4,1094,,novel
Where The Heart Is,where-the-heart-is,Billie Letts,Bhuana Ilmu Populer,9786024555887,Indonesia,448,0,4.03,4,244137,,novel
Hr: The Perfect Rake,hr-the-perfect-rake,Anne Gracie,Elex Media Komputindo,9786020454511,Indonesia,584,0,3.92,4,10705,,novel
Unexpected Prince,unexpected-prince,Ainur Rahma;Ainurrahmah;Ainurrahmah,Gramedia Widiasarana Indonesia,9786020503158,Indonesia,516,0,2.92,3,13,,novel
The Witness (Sang Saksi),sang-saksi-the-witness,Sandra Brown,Gramedia Pustaka Utama,9786020380216,Indonesia,600,0,4.02,4,19769,,novel
Same Campus With Wife,same-campus-with-wife,Farah Vida Karina,m&c!,9786230303234,Indonesia,336,0,3.53,4,58,,novel
Tik,tik,Shorestory,m&c!,9786230302886,Indonesia,358,0,3.76,4,21,,novel
36 Questions That Changed My Mind About You (36 Tanya Tentangmu),36-questions-that-changed-my-mind-about-you-36-tanya-tentangmu,Vicky Grant,Gramedia Pustaka Utama,9786020380735,Indonesia,368,0,3.53,4,5368,,novel
Naga, Jangan Bucin!,naga-jangan-bucin,Andhyrama,Bentang Belia,9786024306731,Indonesia,392,0,4.38,4,24,,novel
Love Story Of Walden Brothers,love-story-of-walden-brothers,Kim Rang,Penerbit Haru,9786026383426,Indonesia,403,0,3.68,4,73,,novel
The Silver Linings Playbook,the-silver-linings-playbook,Matthew Quick,Kepustakaan Populer Gramedia,9786024814847,Indonesia,368,0,3.98,4,154541,,novel
Dirty Desire,dirty-desire,Christian Simamora,TORO,9786239276874,Indonesia,244,0,3.33,3,15,,novel
Genta & Nandea,genta-nandea,Eko Ivano Winata (Kata Kokoh),Pastel Books,9786026716828,Indonesia,328,0,4.29,4,14,7.0,novel
Solar,solar,Christian Simamora,TORO,9786239276867,Indonesia,302,0,3.38,3,13,,novel
Teenlit: Sixth Angel,teenlit-sixth-angel,Luna Torashyngu,Gramedia Pustaka Utama,9786020640907,Indonesia,344,0,3.88,4,8,2.0,novel
Rengat,rengat,Crowdstroia,Elex Media Komputindo,9786230021930,Indonesia,392,0,3.94,4,98,27.0,novel
Jejak Di Benak,jejak-di-benak,Faradita,m&c!,9786230302800,Indonesia,132,0,2.0,2,2,,novel
The Star and I,the-star-and-i,Ilana Tan,Gramedia Pustaka Utama,9786020649665,Indonesia,344,0,3.77,4,761,232.0,novel
La Bete Humaine (Hati Iblis),la-bete-humaine-hati-iblis,Emile Zola,Gramedia Pustaka Utama,9786020386096,Indonesia,560,0,4.05,4,10275,486.0,novel
The Royals Vol.3: Istana Kusut (Twisted Palace),the-royals-vol3-istana-kusut-twisted-palace,Erin Watt,Gramedia Pustaka Utama,9786020646824,Indonesia,384,0,3.93,4,68942,,novel
Raja Ratu & Rindu,raja-ratu-rindu-1,Wulan Fadila Fatia,Coconut Book,9786237439493,Indonesia,368,0,5.0,5,2,,novel
ChickLit: You Had Me at Hello,chicklit-you-had-me-at-hello,Mhairi Mcfarlane,Gramedia Pustaka Utama,9786020356594,Indonesia,520,0,3.79,4,29563,,novel
Asmara Dahana,asmara-dahana,Langit Kresna Hariadi,Azka Pressindo,9786023520305,Indonesia,318,0,4.0,4,2,0.0,novel
Pangeran Kumbang,pangeran-kumbang,Ayu Dewi,Elex Media Komputindo,9786020460130,Indonesia,224,0,3.64,4,11,,novel
Gramedia Mega - Impian Demian,gramedia-mega-impian-demian,Nimas Aksan,Elex Media Komputindo,9786020449562,Indonesia,364,0,3.3,3,56,,novel
Bitter Sweet Rain (Dalam Derai Hujan),bitter-sweet-rain-dalam-derai-hujan,Sandra Brown,Elex Media Komputindo,9789792212389,Indonesia,392,0,3.73,4,5257,,novel
Historical Romance: The Earl's Mistaken Bride (Mempelai Sang Earl),historical-romance-the-earls-mistaken-bride-mempelai-sang-earl,Abby Gaines,Gramedia Pustaka Utama,9786020382340,Indonesia,384,0,3.81,4,812,,novel
Historical Romance: Mine Till Midnight  (Janji Di Tengah Malam),historical-romance-janji-di-tengah-malam-mine-till-midnigh,Lisa Kleypas,Gramedia Pustaka Utama,9789792253368,Indonesia,440,0,4.07,4,69700,,novel
Historical Romance: The Marriage Bed (Cinta Violet),historical-romance-the-marriage-bed-cinta-violet,Laura Lee Guhrke,Gramedia Pustaka Utama,9786020387161,Indonesia,424,0,3.4,3,3916,,novel
Historical Romance: It's in His Kiss (Dalam Ciumannya) - Cover Baru,historical-romance-dalam-ciumannya-its-in-his-kiss,Julia Quinn,Gramedia Pustaka Utama,9789792262827,Indonesia,440,0,4.01,4,108702,,novel
Historical Romance: To Sir Phillip with Love (Kepada Sir Phillip, Dengan Penuh Cinta) - Cover Baru,historical-romance-kepada-sir-phillip-dengan-penuh-cinta,Julia Quinn,Gramedia Pustaka Utama,9789792259070,Indonesia,448,0,3.76,4,144683,,novel
Historical Romance: The Viscount Who Loved Me (Cinta Sang Viscount),historical-romance-cinta-sang-viscount-the-viscount-who-lo,Julia Quinn,Gramedia Pustaka Utama,9786020302164,Indonesia,456,0,4.04,4,265501,,novel
LiT: Operation: Head, Hurt, Heart,lit-operation-head-hurt-heart,Sashi Kirana,Elex Media Komputindo,9786020453774,Indonesia,484,0,3.72,4,71,,novel
Cassidy Lane,cassidy-lane,Maria Murnane,Gramedia Pustaka Utama,9786020361239,Indonesia,184,0,3.72,4,1155,,novel
Breath of Scandal (Luka Masa Lalu),breath-of-scandal-luka-masa-lalu,Sandra Brown,Elex Media Komputindo,9786020384689,Indonesia,680,0,4.06,4,14158,,novel
How to Win Friends And Influence People In The Digital Age (Edisi Revisi),how-to-win-friends-and-influence-people-in-the-digital-age-cu-revisi,Dale Carnegie;Associates,Gramedia Pustaka Utama,9786020316451,Indonesia,281,1,3.92,4,11177,,
Atomic Habits: Perubahan Kecil yang Memberikan Hasil Luar Biasa,atomic-habits-perubahan-kecil-yang-memberikan-hasil-luar-bi,James Clear,Gramedia Pustaka Utama,9786020633176,Indonesia,352,1,4.38,4,483931,,
Range,range,David Epstein,Gramedia Pustaka Utama,9786020637761,Indonesia,400,1,4.14,4,54764,,
Terimakasih Sudah Mengatakannya,terimakasih-sudah-mengatakannya,Kim Yu-Jin,Aria Media,9786025921643,Indonesia,280,1,4.2,4,84,,
Start With Why,start-with-why,Simon Sinek,Gramedia Pustaka Utama,9786020628837,Indonesia,376,1,4.1,4,182550,,
You Do You: Discovering Life through Experiments & Self-Awareness,you-do-you-discovering-life-through-experiments-self-awareness,Fellexandro Ruby,Gramedia Pustaka Utama,9786020649344,Indonesia,252,1,4.42,4,1255,345.0,
SELF IMPROVEMENT Sebuah Seni untuk Bersikap Bodo Amat,sebuah-seni-untuk-bersikap-bodo-amat,Mark Manson,Gramedia Widiasarana Indonesia,9786024526986,Indonesia,256,1,3.91,4,855821,,pengembangan_diri
Truth : Temukan Rasa Utuhmu, Temukan Hidup,truth-temukan-rasa-utuhmu-temukan-hidup,Sophie Navita,Bentang Pustaka,9786022916826,Indonesia,160,1,3.69,4,16,,pengembangan_diri
Psychology Of Money,psychology-of-money,Morgan Housel,PENERBIT BACA,9786026486578,Indonesia,262,1,4.39,4,82166,,
Anomali: Memoar Seorang Bipolar,anomali-memoar-seorang-bipolar,Elnov .,Gramedia Pustaka Utama,9786020642277,Indonesia,176,1,3.72,4,212,54.0,pengembangan_diri
Dibaca,dibaca,Aesteuticc .,Gramedia Widiasarana Indonesia,9786020528304,Indonesia,144,1,3.89,4,37,,
Jangan Membuat Masalah Kecil Jadi Masalah Besar,jangan-membuat-masalah-kecil-jadi-masalah-besar,Richard Carlson,Gramedia Pustaka Utama,9786020630267,Indonesia,256,1,3.99,4,89800,,
Things Left Behind: Hal-Hal yang Kita Pelajari dari Mereka yang Telah Tiada,things-left-behind-hal-hal-yang-kita-pelajari-dari-mereka-yang-telah-tiada,Kim Sae Byoul,Gramedia Pustaka Utama,9786020657516,Indonesia,220,1,4.44,4,416,,
The Art of Self Talk-ing,the-art-of-self-talk-ing,Nisrina P. Utami;Nisrina P. Utami; M.Psi.; Psikolog,Elex Media Komputindo,9786230030949,Indonesia,152,1,3.64,4,22,,pengembangan_diri
What`s So Wrong About Your Self Healing,whats-so-wrong-about-your-self-healing,Ardhi Mohamad,Alvi Ardhi Publishing,9786239700218,Indonesia,276,1,4.05,4,305,,
Jika Kita Tak Pernah Baik-Baik Saja,jika-kita-tak-pernah-baik-baik-saja,Alvi Syahrin,Gagas Media,9789797809676,Indonesia,216,1,4.28,4,322,50.0,
Berani Tidak Disukai,berani-tidak-disukai,Ichiro Kishimi Dan Fumitake Koga,Gramedia Pustaka Utama,9786020633213,Indonesia,352,1,4.06,4,46417,,
Filosofi Teras Edisi Baru-Filsafat Yunani-Romawi Kuno untuk Mental Tangguh Masa Kini,filosofi-teras-edisi-baru-filsafat-yunani-romawi-kuno-untuk-mental-tangguh-masa-kini,Henry Manampiring,Penerbit Buku Kompas,9786233463034,Indonesia,298,1,4.5,4,5583,,
The Happy Brain,the-happy-brain-1,Dean Burnett,Pustaka Alvabet,9786237162384,Indonesia,479,1,3.74,4,1537,,pengembangan_diri
Segala-galanya Ambyar,segala-galanya-ambyar,Mark Manson,Gramedia Widiasarana Indonesia,9786020522838,Indonesia,368,1,3.71,4,66705,,
Berani Bahagia,berani-bahagia,Ichiro Kishimi Dan Fumitake Koga,Gramedia Pustaka Utama,9786020647708,Indonesia,200,1,4.06,4,4351,,
The Art Of Thinking Clearly,99-sesat-pikir-1,Rolf Dobelli,Kepustakaan Populer Gramedia,9786024244064,Indonesia,412,1,3.85,4,30721,,
How To Respect Myself,how-to-respect-myself,Yoon Hong Gyun,Transmedia,9786237100331,Indonesia,356,1,4.28,4,513,79.0,
The 7 Habits of Highly Effective People,the-7-habits-of-highly-effective-people,Stephen R. Covey,Dunamis Publishing,9786027228955,Indonesia,480,1,4.15,4,665208,,
The Things You Can See Only When You Slow Down,the-things-you-can-see-only-when-you-slow-down,Haemin Sunim,Kepustakaan Populer Gramedia,9786024813659,Indonesia,280,1,4.06,4,26320,,
Glossy Gentlemen Guide,glossy-gentlemen-guide,Jet Veetlev; Kei Savourie; Lex Depraxis,Elex Media Komputindo,9786230024375,Indonesia,296,1,4.28,4,29,,pengembangan_diri
Love for Imperfect Things,love-for-imperfect-things,Haemin Sunim,Kepustakaan Populer Gramedia,9786024814304,Indonesia,308,1,4.25,4,9358,,
Pixar,conf-pixar,Ni Ketut Susrini,Mizan,9789792438475,Indonesia,201,0,3.38,3,21,,pengembangan_diri
Tertawa Bersama Gus Dur,conf-tertawa-bersama-gus-dur,Muhammad Zikra,Mizan,9786028236621,Indonesia,90,0,4.05,4,22,,pengembangan_diri
I Love U Friend,conf-i-love-u-friend,Tasaro Gk; Sinta Yudisia; Dkk.;Tasaro Gk; Sinta Yudisia; Dkk.,Mizan,9786028436601,Indonesia,160,0,3.31,3,62,,pengembangan_diri
Five Wishes: Sebuah Pertanyaan yang Akan Menyempurnakan Hidup Anda,conf-five-wishes-sebuah-pertanyaan-yang-akan-menyempurnakan-hidup-anda,Gaty Hendriks,Mizan,9789791284462,Indonesia,185,0,3.87,4,831,,pengembangan_diri
Excellent Life,conf-excellent-life,Ibrahim Elfiky,Serambi Ilmu Semesta,9786021774373,Indonesia,192,0,4.42,4,38,,pengembangan_diri
Potret Terindah dari Bali,conf-potret-terindah-dari-bali,Pande Komang Suryanita,Mizan,9786028994132,Indonesia,212,0,3.53,4,15,,pengembangan_diri
10 Rahasia Pembelajar Kreatif,conf-10-rahasia-pembelajar-kreatif,Khrisna Pabichara,Serambi Ilmu Semesta,9789790243439,Indonesia,194,0,3.41,3,22,1.0,pengembangan_diri
YouTube,conf-youtube,Yudhi Herwibowo,Mizan,9789792438352,Indonesia,178,0,3.76,4,17,,pengembangan_diri
SEKOLAHNYA MANUSIA : Sekolah Berbasis Multiple Intelligences di Indonesia,conf-sekolahnya-manusia-sekolah-berbasis-multiple-intelligences-di-indonesia,Munif Chatib,Mizan,9789791284288,Indonesia,210,0,4.15,4,186,,pengembangan_diri
Belajar Cerdas: Belajar Berbasiskan Otak,conf-belajar-cerdas-belajar-berbasiskan-otak,Jalaluddin Rakhmat,Mizan,9789791284646,Indonesia,306,0,4.15,4,53,,pengembangan_diri
Takkan Pernah Menyerah,conf-takkan-pernah-menyerah,Sari Meutia;Dkk,Mizan,9786021637173,Indonesia,150,0,4.43,4,7,,pengembangan_diri
Top Words,conf-top-words,Billy Boen,Billy Boen,9786028864787,Indonesia,214,0,3.83,4,47,,pengembangan_diri
Top Words 2,conf-top-words-2,-;Billy Boen,Billy Boen,9786028864800,Indonesia,214,0,3.97,4,32,,pengembangan_diri
Tinggalkan Sekolah Sebelum Terlambat,conf-tinggalkan-sekolah-sebelum-terlambat,James Marcus Bach,Mizan,9786028994330,Indonesia,284,0,3.95,4,845,,pengembangan_diri
Se7en Heroes,conf-se7en-heroes,Ben Sohib,Mizan,9789791227803,Indonesia,206,0,3.71,4,28,9.0,pengembangan_diri
JIHAD JULIA,conf-jihad-julia,Julia Suryakusuma,Mizan,9786028579384,Indonesia,242,0,3.74,4,93,,pengembangan_diri
KADO UNTUK PASUTRI,conf-kado-untuk-pasutri,Norma Juliandi; Dkk;Norma Juliandi; Dkk,Pena Nusantara,9786021887806,Indonesia,246,0,4.5,4,4,,pengembangan_diri
Young On Top Campus Ambassadors,conf-young-on-top-campus-ambassadors,Citra Natasya; Dkk;Citra Natasya; Dkk,Billy Boen,9786028864688,Indonesia,186,0,3.61,4,88,,pengembangan_diri
Makelar Rezeki,conf-makelar-rezeki,Jamil Azzaini,Mizan,9786029255577,Indonesia,194,0,4.07,4,105,,pengembangan_diri
10 Jalan Sukses,conf-10-jalan-sukses,Akbar Zainudin,Mizan,9786029255140,Indonesia,256,0,3.17,3,6,,pengembangan_diri
Kelemahanku adalah Kekuatanku,conf-kelemahanku-adalah-kekuatanku,Habibie Afsyah,Gramedia Pustaka Utama,9789792251388,Indonesia,118,0,4.0,4,13,,pengembangan_diri
Happiness Every Day,conf-happiness-every-day,Safiya Husain,Stiletto Book,9786021687741,Indonesia,348,0,4.0,4,42,,pengembangan_diri
Buku Kehidupan,conf-buku-kehidupan,Masaharu Taniguchi; Ph.D.;Masaharu Taniguchi,Serambi Ilmu Semesta,9786022900603,Indonesia,242,0,4.0,4,2,,pengembangan_diri
Mengikat Makna Update: Membaca dan Menulis yang Memberdayakan,conf-mengikat-makna-update-membaca-dan-menulis-yang-memberdayakan,Hernowo,Mizan,9789791284349,Indonesia,248,0,3.46,3,112,,pengembangan_diri
Menggapai Impian - Ketika Sunyi, Luka, dan Rindu Menggairahkan Hidupku,conf-menggapai-impian-ketika-sunyi-luka-dan-rindu-menggairahkan-hidupku,Masriyah Amva,Kompas Penerbit Buku,9789797095178,Indonesia,258,0,3.0,3,1,,pengembangan_diri
50 Quote Kepemimpinan,50-quote-kepemimpinan,W. Raven,Tiga Serangkai,9786026328441,Indonesia,113,0,4.5,4,6,,pengembangan_diri
The Ultimate Gift,conf-the-ultimate-gift,Jim Stovall,Gramedia Pustaka Utama,9789792248128,Indonesia,165,0,3.87,4,7926,,pengembangan_diri
The Kingship of Self Control,conf-the-kingship-of-self-control,William George Jordan,Gramedia Pustaka Utama,9789792271119,Indonesia,106,0,4.08,4,60,,pengembangan_diri
Born To Explore Generasi Langgas,born-to-explore-generasi-langgas,Okky Mahardika;Cindy Pricilla;Khafizah Herfana,Gagas Media,9789797809126,Indonesia,146,1,3.32,3,22,5.0,pengembangan_diri
Goals Generation (Tujuan Generasi),goals-generation-tujuan-generasi,Cyndi Dianing Ratri,Gagas Media,9789797809201,Indonesia,131,0,3.82,4,11,,pengembangan_diri
ponsel, 3gp, doa,conf-ponsel-3gp-doa,Adityayoga;Dahlia Zinnia Nizar,Gramedia Pustaka Utama,9786020334349,Indonesia,76,0,3.44,3,188,,pengembangan_diri
monas, macet, doa,conf-monas-macet-doa,Adityayoga;Dahlia Zinnia Nizar,Gramedia Pustaka Utama,9786020334271,Indonesia,76,0,3.42,3,199,,pengembangan_diri
kamu, aku, doa,conf-kamu-aku-doa,Adityayoga;Dahlia Zinnia Nizar,Gramedia Pustaka Utama,9786020334240,Indonesia,76,0,3.32,3,219,,pengembangan_diri
Demi Waktu - So Use Your Time Effectively,conf-demi-waktu-so-use-your-time-effectively,Antoni Ludfi Arifin,Gramedia Pustaka Utama,9789792281330,Indonesia,146,0,3.0,3,10,,pengembangan_diri
Manajemen Pikiran dan Perasaan,conf-manajemen-pikiran-dan-perasaan,Ikhwan Sopa,Serambi Ilmu Semesta,9789790242784,Indonesia,391,0,4.55,5,11,,pengembangan_diri
Melawan Kekerasan Seksual Di Lingkungan Pendidikan,melawan-kekerasan-seksual-di-lingkungan-pendidikan,Sulistyowati Irianto;Dkk ( Editor ),Yayasan Pustaka Obor Indonesia,9786024338275,Indonesia,40,0,4.0,4,1,,pengembangan_diri
Lo Ngerti Siapa Gue,lo-ngerti-siapa-gue,Sophia Mega,Tiga  Serangkai,9786237013747,Indonesia,159,0,3.87,4,126,51.0,pengembangan_diri
Secangkir Kopi Pahit,conf-secangkir-kopi-pahit,Dra.V. Dwiyani;Dra.V. Dwiyani,Elex Media Komputindo,9786020279169,Indonesia,128,0,3.4,3,5,,pengembangan_diri
Nasionalisme Retorika Gombal,conf-nasionalisme-retorika-gombal,Jemmy Setiawan,Elex Media Komputindo,9786020291024,Indonesia,144,0,3.33,3,3,,pengembangan_diri
Bahagia Itu Sederhana: Seperti Apa Bahagiamu?,bahagia-itu-sederhana-seperti-apa-bahagiamu,Zikrana,Psikologi Corner,9786237115557,Indonesia,126,1,3.0,3,1,,pengembangan_diri
Selamat Berpadu - 33 Renungan Tentang Perbedaan,selamat-berpadu,Andar Ismail,Bpk Gunung Mulia,9786022311706,Indonesia,146,1,4.0,4,3,,motivasi,agama
Bertambah Bijak Setiap Hari 8 x 3 = 23!,conf-bertambah-bijak-setiap-hari-8-x-3-23,Budi S. Tanuwibowo,Gramedia Pustaka Utama,9789792249491,Indonesia,204,0,3.95,4,19,,pengembangan_diri
Awas Berubah,conf-awas-berubah,Oscar Wirawan,Gramedia Pustaka Utama,9789792264364,Indonesia,116,0,4.0,4,3,,pengembangan_diri
Success and Joy Talks,conf-success-and-joy-talks,Ponijan Liaw,Elex Media Komputindo,9789792772050,Indonesia,176,0,4.0,4,5,0.0,pengembangan_diri
Kunci Pengembangan Diri ,conf-kunci-pengembangan-diri,Dra. M. M. Nilam Widyarini; M.Si.;Dra. M. M. Nilam Widyarini; Msi,Elex Media Komputindo,9789792750669,Indonesia,228,0,4.0,4,7,,pengembangan_diri
